"EmployerName","Address","CompanyNumber","SicCodes","DiffMeanHourlyPercent","DiffMedianHourlyPercent","DiffMeanBonusPercent","DiffMedianBonusPercent","MaleBonusPercent","FemaleBonusPercent","MaleLowerQuartile","FemaleLowerQuartile","MaleLowerMiddleQuartile","FemaleLowerMiddleQuartile","MaleUpperMiddleQuartile","FemaleUpperMiddleQuartile","MaleTopQuartile","FemaleTopQuartile","CompanyLinkToGPGInfo","ResponsiblePerson","EmployerSize","CurrentName","SubmittedAfterTheDeadline","�..X","Y","objectid","pcds","oa11","laua","ward","lsoa11","msoa11","rgn"
"AKER SOLUTIONS LIMITED","Building 6 Chiswick Park,
566 Chiswick High Road,
London,
United Kingdom,
W4 5HR","4977339","28990",24.1,34.6,0.5,-46.7,31,22.4,63.5,36.5,79.3,20.7,86.5,13.5,91,9,"https://akersolutions.com/UK-gender-pay-gap","Sian Lloyd Rees (UK Country Manager)","1000 to 4999","AKER SOLUTIONS LIMITED",FALSE,-0.275132248491985,51.4963058674163,2450604,"W4 5HR","E00013383","E09000018","E05000365","E01002691","E02006792","E12000007"
"AKQA LIMITED","1 St John's Lane,
London,
United Kingdom,
EC1M 4BL","2964394","73110",32.6,30.5,44.1,10,30,25.4,58,42,58,42,68,32,79,21,"http://www.akqa.com/ukgenderpay/#why-is-there-a-gender-pay-gap","Sam Kelly (Managing Director)","250 to 499","AKQA LIMITED",FALSE,-0.102112419040712,51.5207650997922,746810,"EC1M 4BL","E00013550","E09000019","E05000370","E01002724","E02000575","E12000007"
"ALARABY TELEVISION NETWORK LIMITED","Units 4 &, 5 Central Park,
Central Way,
London,
England,
NW10 7FY","8680549","60200",15.2,5.4,0,0,0,0,68.1,31.9,71.2,28.8,72.5,27.5,82.6,17.4,"","Abdurrahman Elshayyal (Director)","250 to 499","ALARABY TELEVISION NETWORK LIMITED",FALSE,-0.266571647701214,51.5320599702115,1640855,"NW10 7FY","E00174692","E09000005","E05000100","E01000600","E02000119","E12000007"
"ALDERFORCE LIMITED","34-36 London Road,
Wembley,
Middlesex,
United Kingdom,
HA9 7EX","4971534","56102",2.3,6,0,0,0,0,50.5,49.5,51,49,61.5,38.5,64.8,35.2,"","Malcolm Gowan (Group Accountant)","250 to 499","ALDERFORCE LIMITED",FALSE,-0.294664781784789,51.5519221682248,979743,"HA9 7EX","E00003044","E09000005","E05000104","E01000630","E02000118","E12000007"
"ALDERFORCE NORTH LIMITED","34-36 London Road,
Wembley,
Middlesex,
United Kingdom,
HA9 7EX","7160663","56102",0.4,0,0,0,0,0,44.8,55.2,39.2,60.8,42.5,57.5,38.9,61.1,"","Malcolm Gowan (Group Accountant)","500 to 999","ALDERFORCE NORTH LIMITED",FALSE,-0.294664781784789,51.5519221682248,979743,"HA9 7EX","E00003044","E09000005","E05000104","E01000630","E02000118","E12000007"
"ALDERFORCE SC LIMITED","34 - 36 London Road,
Wembley,
Middlesex,
United Kingdom,
HA9 7EX","8932017","56102",7.1,20.6,0,0,0,0,40.9,59.1,52.7,47.3,52.7,47.3,54.5,45.5,"","Malcolm Gowan (Group Accountant)","250 to 499","ALDERFORCE SC LIMITED",FALSE,-0.294664781784789,51.5519221682248,979743,"HA9 7EX","E00003044","E09000005","E05000104","E01000630","E02000118","E12000007"
"ALDO UK LIMITED","4 Bedford Row,
London,
United Kingdom,
WC1R 4TF","4256560","47721",16.4,1,46.3,45.4,24,27,39.3,60.7,36.1,63.9,34.9,65.1,48.2,51.8,"","Amy Stern (Chief, People & Culture Officer)","250 to 499","ALDO UK LIMITED",FALSE,-0.115271212242529,51.5194125024632,2486018,"WC1R 4TF","E00004524","E09000007","E05000138","E01000914","E02000193","E12000007"
"Aldridge Education","30 Millbank,
London,
England,
SW1P 4DU","5670663","1,
85200,
85310,
85320,
85410",21.3,26.2,0,0,0,0,25.4,74.6,32.6,67.4,31.9,68.1,42.3,57.7,"http://aldridgeeducation.org/","","500 to 999","Aldridge Education",FALSE,-0.125923818019384,51.4927218580704,2240758,"SW1P 4DU","E00024024","E09000033","E05000646","E01004745","E02000980","E12000007"
"ALEXANDER MANN SOLUTIONS LIMITED","7 Bishopsgate,
London,
United Kingdom,
EC2N 3AQ","2073305","78300",10.7,10.8,26.9,28.5,74,77,32,68,27,73,36,64,40,60,"http://bit.ly/ams-gap_pdf","Sandy Lucas (Chief People Officer)","1000 to 4999","ALEXANDER MANN SOLUTIONS LIMITED",FALSE,-0.084125064411978,51.5138449094344,752104,"EC2N 3AQ","E00166755","E09000001","E05009292","E01032739","E02000001","E12000007"
"ALFA FINANCIAL SOFTWARE LIMITED","Moor Place, 1 Fore Street Avenue,
London,
United Kingdom,
EC2Y 9DT","2482325","62020",19.3,15,22.3,16.3,62.3,46,62.6,37.4,78.2,21.8,76.7,23.3,84.4,15.6,"https://www.alfasystems.com/eu/media/gender-pay-gap-report-2017","Andrew Denton (CEO)","250 to 499","ALFA FINANCIAL SOFTWARE LIMITED",FALSE,-0.090150895182031,51.5179449825624,753554,"EC2Y 9DT","E00000021","E09000001","E05009302","E01000002","E02000001","E12000007"
"ALHCO GROUP LIMITED","LAWRENCE JOHNS,
202 Northolt Road,
Harrow,
Middlesex,
United Kingdom,
HA2 0EX","6842801","64209,
96090",24.6,42.5,56.9,66.7,10,19.6,41.7,58.3,90,10,95,5,98.3,1.7,"https://saltire.co.uk/","David Weston (Finance Director)","250 to 499","ALHCO GROUP LIMITED",FALSE,-0.352500997767463,51.5652473351208,966868,"HA2 0EX","E00011062","E09000015","E05000301","E01002213","E02000459","E12000007"
"ALL CARE (GB) LIMITED","3rd Floor Quest House,
125 - 135 Staines Road,
Hounslow,
United Kingdom,
TW3 3JB","5100341","82990,
87300",-0.3,0,-100,-100,0,0.3,16.7,83.3,15.5,84.5,9.5,90.5,7.1,92.9,"","Lisa Cole (Head Of Payroll)","250 to 499","ALL CARE (GB) LIMITED",FALSE,-0.37253594141424,51.466745422344,2400367,"TW3 3JB","E00013219","E09000018","E05000361","E01002664","E02000542","E12000007"
"ALL METAL SERVICES LIMITED","Unit 6, Horton Industrial Park,
Horton Road,
West Drayton,
Middlesex,
UB7 8JD","1159685","46140",10,-1,100,100,2.5,0,84,16,66,34,79,21,83,17,"","Sara Williams (Finance Director)","250 to 499","ALL METAL SERVICES LIMITED",FALSE,-0.460263925423904,51.5101591009339,2415897,"UB7 8JD","E00012699","E09000017","E05000345","E01002548","E02000518","E12000007"
"ALL SAINTS RETAIL LIMITED","Jack's Place Units C15-C17, 6 Corbet Place,
London,
E1 6NN","4096157","46420,
47710",13.6,0,12.6,0,71,80,37.6,62.4,39.6,60.4,44.8,55.2,40.8,59.2,"https://www.allsaints.com/help-and-support/shipping-and-faqs/","Peter Wood (Chief Operating Officer)","1000 to 4999","ALL SAINTS RETAIL LIMITED",FALSE,-0.074394021185259,51.5207356854369,720349,"E1 6NN","E00021681","E09000030","E05009333","E01004307","E02000878","E12000007"
"ALL SQUARE LIMITED","Cleanology House 7 Lion Yard,
Tremadoc Road,
Clapham,
London,
United Kingdom,
SW4 7NQ","2191991","80100,
81100,
81210",5.2,0,0,0,0,0,37,63,40.4,59.6,48.1,51.9,47.5,52.5,"https://www.cleanology.com/news/gender-pay-gap-report","Jade Collazo (Company Secretary)","250 to 499","ALL SQUARE LIMITED",FALSE,-0.131883565039412,51.4632040477583,2250239,"SW4 7NQ","E00015418","E09000022","E05000421","E01003054","E02000632","E12000007"
"ALL STAR LEISURE (GROUP) LIMITED","8 Gate Street,
Descartes House, 2nd Floor,
London,
England,
WC2A 3HP","5932608","46190",0.7,-8.5,23.4,-31,26,30.4,55.6,44.4,71.2,28.8,61.1,38.9,56.9,43.1,"https://www.allstarlanes.co.uk/content/terms-conditions","Mike Evans (Director of Finance, IT & People)","250 to 499","ALL STAR LEISURE (GROUP) LIMITED",FALSE,-0.118784778520773,51.5170498446236,2487500,"WC2A 3HP","E00004524","E09000007","E05000138","E01000914","E02000193","E12000007"
"ALLEN & OVERY SERVICE COMPANY LIMITED","One,
Bishops Square,
London,
United Kingdom,
E1 6AD","2158783","74990",19.8,27.4,42.1,23,55.5,53.2,29,71,37,63,47,53,48,52,"http://www.allenovery.com/SiteCollectionDocuments/Final-Allen_Overy_Gender_pay_gap_report_2017.PDF","Sasha Hardman (Global HR Director)","1000 to 4999","ALLEN & OVERY SERVICE COMPANY LIMITED",FALSE,-0.076855703820397,51.5197869143481,720166,"E1 6AD","E00021686","E09000030","E05009333","E01004307","E02000878","E12000007"
"ALLEYN'S SCHOOL","Alleyn's School, Townley Road,
London,
England,
SE22 8SU","9401357","85200,
85310",13.7,15,10.1,0,6.7,1.2,28.3,71.7,38.6,61.4,32.7,67.3,50,50,"http://www.alleyns.org.uk/page.aspx?id=1684","David Wicksteed (Head of HR)","250 to 499","ALLEYN'S SCHOOL",FALSE,-0.081993244319189,51.4547812857084,2025478,"SE22 8SU","E00020522","E09000028","E05000554","E01004072","E02000836","E12000007"
"ALLFORD HALL MONAGHAN MORRIS LIMITED","Morelands,
5 - 23 Old Street,
London,
United Kingdom,
EC1V 9HL","7155322","71111",23.6,12.3,34.6,20.5,77.1,76.8,51.2,48.8,56.5,43.5,55.3,44.7,78.8,21.2,"https://www.ahmm.co.uk/userfiles/180329_AHMM_Gender%20Pay%20Gap%20Report.pdf","Peter Morris (Managing Director)","250 to 499","ALLFORD HALL MONAGHAN MORRIS LIMITED",FALSE,-0.098044452882017,51.5236038315147,749627,"EC1V 9HL","E00174775","E09000019","E05000367","E01033490","E02000575","E12000007"
"ALLIANCE HEALTHCARE MANAGEMENT SERVICES LIMITED","43 Cox Lane,
Chessington,
Surrey,
United Kingdom,
KT9 1SN","7073443","82990",8,7,39,0,80,82,46,54,62,38,75,25,64,36,"http://www.alliance-healthcare.co.uk/about-us/our-csr-activities","Pablo Rivas (Finance Director)","5000 to 19,999","ALLIANCE HEALTHCARE MANAGEMENT SERVICES LIMITED",FALSE,-0.292465479880312,51.3696557178662,1142291,"KT9 1SN","E00015116","E09000021","E05000414","E01003000","E02000614","E12000007"
"ALLIANZ GLOBAL CORPORATE & SPECIALTY AG","Allianz House 60 Gracechurch Street,,
London,
EC3V 0HR","BR006950","",36.5,39.5,65.4,46.4,93.8,93.5,44,56,55,45,72,28,88,12,"http://www.agcs.allianz.com/assets/Global%20offices%20assets/UK/Documents/AGCS%20UK%20Gender%20Pay%20Gap%20Report%202017.pdf","Brian Kirwan (CEO UK)","250 to 499","ALLIANZ GLOBAL CORPORATE & SPECIALTY AG",FALSE,-0.084761746053782,51.5117240451212,755532,"EC3V 0HR","E00166755","E09000001","E05009292","E01032739","E02000001","E12000007"
"ALLIANZ GLOBAL INVESTORS GMBH, UK BRANCH","199, Bishopsgate,
London,
EC2M 3TY","BR009058","",23,31,48,54,92,88,47,53,57,43,67,33,78,22,"https://www.allianzgi.com/our-firm/Careers/working-at-allianz/united-kingdom-gender-pay-gap-report","Petra Trautschold (Global Head of Human Resources)","Less than 250","ALLIANZ GLOBAL INVESTORS GMBH, UK BRANCH",FALSE,-0.079229841819586,51.520230524015,751347,"EC2M 3TY","E00166755","E09000001","E05009292","E01032739","E02000001","E12000007"
"ALLIES AND MORRISON LLP","83-85, Southwark Street,
London,
United Kingdom,
SE1 0HX","OC404597","",15.8,10.5,33,33,33,23,49,51,47,53,53,47,65,35,"http://www.alliesandmorrison.com/wp-content/uploads/2018/03/Gender-Pay-Report.pdf","Joanna Bacon (Managing Partner)","250 to 499","ALLIES AND MORRISON LLP",FALSE,-0.099622712835094,51.505437063577,2005650,"SE1 0HX","E00019784","E09000028","E05000536","E01003927","E02000808","E12000007"
"ALLPORT CARGO SERVICES LIMITED","Allport House 1 Cowley Business Park,
High Street,
Cowley,
Middlesex,
United Kingdom,
UB8 2AD","772941","52290",23,3,80,0,85,85,48,52,62,38,46,54,71,29,"","Valerie Glynn (Chief People & Development Officer)","500 to 999","ALLPORT CARGO SERVICES LIMITED",FALSE,-0.486511579263347,51.5338805889886,2416585,"UB8 2AD","E00012562","E09000017","E05000341","E01033724","E02000509","E12000007"
"ALPENBEST LIMITED","60, Wensleydale Road,
Hampton,
Middlesex,
TW12 2LX","6528232","88100",0.4,-1.6,0,0,0,0,25,75,31,69,30,70,26,74,"","Akbar Dhala (Director)","250 to 499","ALPENBEST LIMITED",TRUE,-0.36875954322724,51.4204186478225,2390877,"TW12 2LX","E00019217","E09000027","E05000520","E01003824","E02000806","E12000007"
"ALPHA HEALTH CARE LIMITED","23 Buckingham Gate,
London,
England,
SW1E 6LB","3531876","86900",11.8,3.1,0,0,0,2.3,11.5,88.5,3.5,96.5,9.2,90.8,24.4,75.6,"http://www.alphacarehomes.com","Mark Tomalin (Chief Executive Officer)","250 to 499","ALPHA HEALTH CARE LIMITED",FALSE,-0.140380648719195,51.4996065957244,2239352,"SW1E 6LB","E00023938","E09000033","E05000644","E01004736","E02000977","E12000007"
"ALPHA PLUS GROUP LIMITED","50 Queen Anne Street,
Marylebone,
London,
United Kingdom,
W1G 8HJ","438111","85100,
85200,
85310,
85600",16.5,14.8,21.8,62.5,3.6,1.2,23.7,76.3,28,72,31.6,68.4,45.1,54.9,"http://www.alphaplusgroup.co.uk/docs/APG%20Gender%20Pay%20Gap.pdf","Paul Brereton (HR Director)","1000 to 4999","ALPHA PLUS GROUP LIMITED",FALSE,-0.148642264603037,51.5179385278145,2430883,"W1G 8HJ","E00023842","E09000033","E05000641","E01004713","E02000970","E12000007"
"ALPHA RESPONSE (2004) LIMITED","Avery House,
8 Avery Hill Road,
New Eltham,
London,
United Kingdom,
SE9 2BD","5016157","81210",3,0,70.9,15.5,14,4,52.4,47.6,52.4,47.6,64.4,35.6,67.9,32.1,"","Andrea Wilson (Managing Director)","500 to 999","ALPHA RESPONSE (2004) LIMITED",FALSE,0.073733571851216,51.4382447157827,2037641,"SE9 2BD","E00008049","E09000011","E05000219","E01001619","E02000342","E12000007"
"ALSTOM TRANSPORT UK LIMITED","The Place,
175 High Holborn,
London,
United Kingdom,
WC1V 7AA","8462831","30200,
33170,
42120",20.6,27.7,23.8,29.4,31.5,31.9,71.6,28.4,88.7,11.3,94.4,5.6,91.7,8.3,"http://www.alstom.com/Global/UK/Resources/Documents/UK%20Gender%20Pay%20Report%20FINAL%20march%2028.pdf?epslanguage=en-GB","Andrew Jackson (HR Director UK&I)","1000 to 4999","ALSTOM TRANSPORT UK LIMITED",FALSE,-0.125281702722947,51.5157329998989,2486359,"WC1V 7AA","E00004526","E09000007","E05000138","E01000919","E02000193","E12000007"
"ALZHEIMER'S SOCIETY","43-44, Crutched Friars,
London,
England,
EC3N 2AE","2115499","86900,
88990,
94990",17.7,17.2,0,0,0,0,13,87,10,90,18,82,26,74,"https://www.alzheimers.org.uk/info/20004/about_us/1327/gender_pay_gap","Jeremy Hughes (CEO)","1000 to 4999","ALZHEIMER'S SOCIETY",FALSE,-0.078754930843521,51.5113109714404,754732,"EC3N 2AE","E00000035","E09000001","E05009310","E01032739","E02000001","E12000007"
"AMADEUS SERVICES LIMITED","World Business Centre Building 3,
1208 Newall Road,
Heathrow Airport Hounslow,
Middlesex,
United Kingdom,
TW6 2TA","4040059","62012",10.1,13.3,38.1,21.3,91,89,54,46,67,33,78,22,84,16,"http://www.amadeus.com/web/amadeus/en_GB-GB/Amadeus-Home/About-us/Our-company/1319477448520-Page-AMAD_DetailPpal","Timothy Brennan (General Manager)","250 to 499","AMADEUS SERVICES LIMITED",FALSE,-0.440368049650156,51.480473030896,2403061,"TW6 2TA","E00012194","E09000017","E05000331","E01002447","E02000524","E12000007"
"AMAZON DEVELOPMENT CENTRE (LONDON) LIMITED","Leadenhall Court,
One Leadenhall Street,
London,
United Kingdom,
EC3V 1PP","4543232","82990",22.7,17.2,12.3,19,94.6,97.6,69.1,30.9,89.3,10.7,80.3,19.7,91.8,8.2,"https://www.amazon.co.uk/diversity","Jim Sterner (Director, Human Resources UK)","250 to 499","AMAZON DEVELOPMENT CENTRE (LONDON) LIMITED",FALSE,-0.083875559132337,51.513265296639,755594,"EC3V 1PP","E00000035","E09000001","E05009310","E01032739","E02000001","E12000007"
"AMAZON EU SARL, UK BRANCH ","1, Principal Place,
London,
Worship Street,
EC2A 2FA","BR017427","",18.2,19,42.3,39,93.5,96,37.1,62.9,50,50,54.6,45.4,57.5,42.5,"https://www.amazon.co.uk/diversity","Jim Sterner (Director, Human Resources UK)","500 to 999","AMAZON EU SARL, UK BRANCH ",FALSE,-0.079845253649961,51.5220481401934,750483,"EC2A 2FA","E00176308","E09000012","E05009377","E01033708","E02000371","E12000007"
"AMAZON ONLINE UK LIMITED","1, Principal Place,
Worship Street,
London,
EC2A 2FA","8725411","74909",17.4,17.4,25.7,26.4,93.9,96.1,37.5,62.5,59.4,40.6,46.9,53.1,63.5,36.5,"https://www.amazon.co.uk/diversity","Jim Sterner (Director, Human Resources UK)","250 to 499","AMAZON ONLINE UK LIMITED",FALSE,-0.079845253649961,51.5220481401934,750483,"EC2A 2FA","E00176308","E09000012","E05009377","E01033708","E02000371","E12000007"
"Amazon UK Services Ltd.","1 Principal Place,
Worship Street,
London,
United Kingdom,
EC2A 2FA","3223028","82990",2.1,-0.1,-2.9,-4.7,38.8,39,70,30,69.7,30.3,70.8,29.2,69.9,30.1,"https://www.amazon.co.uk/diversity","Jim Sterner (Director, Human Resources UK)","5000 to 19,999","Amazon UK Services Ltd.",FALSE,-0.079845253649961,51.5220481401934,750483,"EC2A 2FA","E00176308","E09000012","E05009377","E01033708","E02000371","E12000007"
"AMAZON VIDEO LIMITED","1, Principal Place,
Worship Street,
London,
EC2A 2FA","6528297","59132",40.1,56,67.4,71.8,93.8,94.3,23.9,76.1,35.8,64.2,50,50,61.5,38.5,"https://www.amazon.co.uk/diversity","Jim Sterner (Director, Human Resources UK)","250 to 499","AMAZON VIDEO LIMITED",FALSE,-0.079845253649961,51.5220481401934,750483,"EC2A 2FA","E00176308","E09000012","E05009377","E01033708","E02000371","E12000007"
"AMAZON WEB SERVICES UK LIMITED","1, Principal Place,
Worship Street,
London,
EC2A 2FA","8650665","74909",15.8,18.4,33.9,47.1,95.3,91.9,65.2,34.8,89.1,10.9,85.9,14.1,82.6,17.4,"https://www.amazon.co.uk/diversity","Jim Sterner (Director, Human Resources UK)","250 to 499","AMAZON WEB SERVICES UK LIMITED",FALSE,-0.079845253649961,51.5220481401934,750483,"EC2A 2FA","E00176308","E09000012","E05009377","E01033708","E02000371","E12000007"
"Ambitious About Autism","Pears National Centre For Autism Education,
Woodside Avenue,
London,
England,
N10 3JA","3375255","85590",1.3,-0.6,0,0,0,0,25.3,74.7,25,75,29.3,70.7,19.7,80.3,"https://www.ambitiousaboutautism.org.uk/","Zoe Weaver (Director of People)","250 to 499","Ambitious About Autism",FALSE,-0.148999957290074,51.5872859519025,1446786,"N10 3JA","E00010151","E09000014","E05000274","E01002022","E02000417","E12000007"
"AMERICAN AIRLINES, INC.","Waterside Haa3,,
West Drayton,
Harmondsworth,
UB7 0GB","BR002223","",12.2,-3.9,12.3,15.6,49,51,51.1,48.9,49.6,50.4,33.1,66.9,65.7,34.3,"","Steve Johnson (EVP Corporate Affairs)","20,000 or more","AMERICAN AIRLINES, INC.",FALSE,-0.487334510482234,51.5373262335134,2415351,"UB7 0GB","E00012559","E09000017","E05000341","E01002520","E02000509","E12000007"
"AMERICAN EXPRESS EUROPE LLC","Belgrave House 76 Buckingham Palace Road,,
London,
SW1W 9AX","BR000897","",16.8,14.1,43.6,24.9,80,78,29,71,35,65,36,64,50,50,"https://www.americanexpress.com/uk/legal/gender-pay-reporting.html","Rafael Marquez (EVP, Consumer Europe & UK Country Manager)","500 to 999","AMERICAN EXPRESS EUROPE LLC",FALSE,-0.146330720862689,51.4953573081727,2243068,"SW1W 9AX","E00024048","E09000033","E05000647","E01004750","E02000982","E12000007"
"AMERICAN EXPRESS PAYMENT SERVICES LIMITED","Belgrave House,
76 Buckingham Palace Road,
London,
United Kingdom,
SW1W 9AX","6301718","82990",9.4,11.9,30.2,34.1,78,78,36,64,50,50,49,51,54,46,"https://www.americanexpress.com/uk/legal/gender-pay-reporting.html","Rafael Marquez (EVP, Consumer Europe & UK Country Manager)","250 to 499","AMERICAN EXPRESS PAYMENT SERVICES LIMITED",FALSE,-0.146330720862689,51.4953573081727,2243068,"SW1W 9AX","E00024048","E09000033","E05000647","E01004750","E02000982","E12000007"
"AMERICAN EXPRESS SERVICES EUROPE LIMITED","Belgrave House,
76 Buckingham Palace Road,
London,
United Kingdom,
SW1W 9AX","1833139","82990",13.9,17.7,34.1,38.3,77,71,41,59,46,54,51,49,59,41,"https://www.americanexpress.com/uk/legal/gender-pay-reporting.html","Rafael Marquez (EVP, Consumer Europe & UK Country Manager)","1000 to 4999","AMERICAN EXPRESS SERVICES EUROPE LIMITED",FALSE,-0.146330720862689,51.4953573081727,2243068,"SW1W 9AX","E00024048","E09000033","E05000647","E01004750","E02000982","E12000007"
"AMERICAN SCHOOL IN LONDON EDUCATIONAL TRUST LIMITED(THE)","1 Waverley Place,
London,
United Kingdom,
NW8 0NP","784923","85590",-7.1,-29.3,-43,-175,5,3,51,49,36,64,41,59,34,66,"https://www.asl.org/page.cfm?p=7583","Christopher Almond (Director of Finance)","250 to 499","AMERICAN SCHOOL IN LONDON EDUCATIONAL TRUST LIMITED(THE)",FALSE,-0.176094842401287,51.53466326263,1656729,"NW8 0NP","E00023412","E09000033","E05000630","E01004649","E02000960","E12000007"
"AMNESTY INTERNATIONAL LIMITED","1 Easton Street,
London,
United Kingdom,
WC1X 0DW","1606776","94990",10.6,5.7,0,0,0,0,27,73,25.6,74.4,34.5,65.5,46,54,"https://www.amnesty.org/en/about-us/gender-pay-gap/","Benjamin Verron (International Reward Manager)","250 to 499","AMNESTY INTERNATIONAL LIMITED",FALSE,-0.111128527829236,51.5258206547144,2486601,"WC1X 0DW","E00013578","E09000019","E05000370","E01002726","E02000575","E12000007"
"AMORE ELDERLY CARE LIMITED","Fifth Floor,
80 Hammersmith Road,
London,
United Kingdom,
W14 8UD","6660776","87300",2.7,10.1,11.3,-2.5,2.1,8.3,0,100,23.7,76.3,20.5,79.5,15.4,84.6,"http://www.priorygroup.com/gender-pay-gap-report","Trevor Torrington (Chief Executive Officer)","500 to 999","AMORE ELDERLY CARE LIMITED",FALSE,-0.213452354042532,51.4945824402099,2424468,"W14 8UD","E00009352","E09000013","E05000252","E01001871","E02000383","E12000007"
"AMT COFFEE LIMITED","5th Floor 1 Knightsbridge Green,
London,
England,
SW1X 7NE","2857483","56290",28.2,6.1,-64.8,-188.9,55.7,66.7,33.8,66.2,33.8,66.2,29.7,70.3,54.1,45.9,"http://amtcoffee.co.uk/","Ebru Eryilmaz (HR Manager)","250 to 499","AMT COFFEE LIMITED",FALSE,-0.162904182928133,51.500941761429,2243604,"SW1X 7NE","E00175206","E09000033","E05000637","E01004689","E02000978","E12000007"
